iata_code,name,city
"SMX","Santa Maria Pub/Capt G Allan Hancock Field","Santa Maria"
"SMY","Simenti Airport","Simenti"
"SMZ","Stoelmanseiland Airport","Stoelmanseiland"
"SNA","John Wayne Airport-Orange County Airport","Santa Ana"
"SNC","General Ulpiano Paez Airport","Salinas"
"SNJ","San Julian Air Base","Pinar del Rio"
"SNL","Shawnee Regional Airport","Shawnee"
"SNN","Shannon Airport","Shannon"
"SNR","Saint-Nazaire-Montoir Airport","Saint-Nazaire/Montoir"
"SNS","Salinas Municipal Airport","Salinas"
"SNU","Abel Santamaria Airport","Santa Clara"
"SNW","Thandwe Airport","Thandwe"
"SOA","Sóc Trăng Airport","Sóc Trăng"
"SOB","Sármellék International Airport","Sármellék"
"SOE","Souanke Airport","Souanke"
"SOF","Sofia Airport","Sofia"
"SOG","Sogndal Airport","Sogndal"
"SOJ","Sørkjosen Airport","Sørkjosen"
"SOK","Semonkong Airport","Semonkong"
"SOL","Solomon State Field","Solomon"
"SOO","Söderhamn Airport","Söderhamn"
"SOQ","Dominique Edward Osok Airport","Sorong-Papua Island"
"SOT","Sodankyla Airport","Sodankyla"
"SOU","Southampton Airport","Southampton"
"SOZ","Solenzara (BA 126) Air Base","Solenzara"
"SPA","Spartanburg Downtown Memorial Airport","Spartanburg"
"SPC","La Palma Airport","Sta Cruz de la Palma, La Palma Island"
"SPD","Saidpur Airport","Saidpur"
"SPE","Sepulot Airport","Sepulot"
"SPF","Black Hills Airport-Clyde Ice Field","Spearfish"
"SPG","Albert Whitted Airport","St Petersburg"
"SPI","Abraham Lincoln Capital Airport","Springfield"
"SPM","Spangdahlem Air Base","Trier"
"SPN","Saipan International Airport","Saipan Island"
"SPR","San Pedro Airport","San Pedro"
"SPS","Sheppard Air Force Base-Wichita Falls Municipal Ai","Wichita Falls"
"SPU","Split Airport","Split"
"SPW","Spencer Municipal Airport","Spencer"
"SQB","Santa Ana Airport","Piedras"
"SQG","Sintang(Susilo) Airport","Sintang-Borneo Island"
"SQJ","Shaxian Airport","Sanming"
"SQN","Emalamo Sanana Airport","Sanana-Seram Island"
"SQS","Matthew Spain Airport","San Ignacio"
"SQU","Saposoa Airport","Plaza Saposoa"
"SQW","Skive Airport","Skive"
"SQX","São Miguel do Oeste Airport","São Miguel Do Oeste"
"SQY","São Lourenço do Sul Airport","São Lourenço Do Sul"
"SRE","Juana Azurduy De Padilla Airport","Sucre"
"SRI","Temindung Airport","Samarinda"
"SRJ","Capitán Av. German Quiroga G. Airport","San Borja"
"SRL","Palo Verde Airport","Santa Rosalia"
"SRM","Sandringham Airport","Sandringham Station"
"SRO","Santana Ramos Airport","Santana Ramos"
"SRP","Stord Airport","Leirvik"
"SRR","Dunwich Airport","Stradbroke Island"
"SRV","Stony River 2 Airport","Stony River"
"SRW","Mid-Carolina Regional Airport","Salisbury"
"SSE","Solapur Airport","Solapur"
"SSF","Stinson Municipal Airport","San Antonio"
"SSH","Sharm El Sheikh International Airport","Sharm el-Sheikh"
"SSI","Malcolm McKinnon Airport","Brunswick"
"SSJ","Sandnessjøen Airport (Stokka)","Alstahaug"
"SSK","Sturt Creek Airport","Sturt Creek"
"SSL","Santa Rosalia Airport","Santa Rosalia"
"SSN","Seoul Air Base (K-16)","Simgok-dong"
"SSP","Silver Plains Airport","Silver Plains"
"SSW","Stuart Island Airpark","Stuart Island"
"SSZ","Base Aérea de Santos Airport","Guarujá"
"STA","Stauning Airport","Skjern / Ringkøbing"
"STD","Mayor Buenaventura Vivas International Airport","Santo Domingo"
"STE","Stevens Point Municipal Airport","Stevens Point"
"STG","St George Airport","St George"
"STJ","Rosecrans Memorial Airport","St Joseph"
"STP","St Paul Downtown Holman Field","St Paul"
"STR","Stuttgart Airport","Stuttgart"
"STT","Cyril E. King Airport","Charlotte Amalie, Harry S. Truman Airport"
"STW","Stavropol Shpakovskoye Airport","Stavropol"
"STX","Henry E Rohlsen Airport","Christiansted"
"STY","Nueva Hesperides International Airport","Salto"
"SUH","Sur Airport","Sur"
"SUI","Sukhumi Dranda Airport","Sukhumi"
"SUJ","Satu Mare Airport","Satu Mare"
"SUK","Sakkyryr Airport","Batagay-Alyta"
"SUL","Sui Airport","Sui"
"SUP","Trunojoyo Airport","Sumenep-Madura Island"
"SUQ","Sucua Airport","Sucua"
"SUR","Summer Beaver Airport","Summer Beaver"
"SUU","Travis Air Force Base","Fairfield"
"SUV","Nausori International Airport","Nausori"
"SVC","Grant County Airport","Silver City"
"SVD","Argyle International Airport","Kingstown"
"SVG","Stavanger Airport Sola","Stavanger"
"SVH","Statesville Regional Airport","Statesville"
"SVJ","Svolvær Helle Airport","Svolvær"
"SVP","Kuito Airport","Kuito"
"SVO","Sheremetievo International Airport","Moscow"
"SVQ","Sevilla Airport","Sevilla"
"SVS","Stevens Village Airport","Stevens Village"
"SVX","Koltsovo Airport","Yekaterinburg"
"SWA","Jieyang Chaoshan International Airport","Shantou"
"SWE","Siwea Airport","Siwea"
"SWJ","Southwest Bay Airport","Malekula Island"
"SWN","Sahiwal Airport","Sahiwal"
"SWR","Silur Airport","Silur Mission"
"SWS","Swansea Airport","Swansea"
"SWX","Shakawe Airport","Shakawe"
"SXG","Senanga Airport","Senanga"
"SXH","Sehulea Airport","Sehulea"
"SXK","Saumlaki/Olilit Airport","Saumlaki-Yamdena Island"
"SXL","Sligo Airport","Sligo"
"SXO","São Félix do Araguaia Airport","São Félix Do Araguaia"
"SXS","Sahabat [Sahabat 16] Airport","Sahabat"
"SXU","Soddu Airport","Soddu"
"SXV","Salem Airport","Salem"
"SXZ","Siirt Airport","Siirt"
"SYC","Shiringayoc Airport","Shiringayoc"
"SYE","Sadah Airport","Sadah"
"SYH","Syangboche Airport","Namche Bazaar"
"SYI","Bomar Field Shelbyville Municipal Airport","Shelbyville"
"SYK","Stykkishólmur Airport","Stykkishólmur"
"SYM","Pu er Simao Airport","Pu er"
"SYN","Stanton Airfield","Stanton"
"SYS","Saskylakh Airport","Saskylakh"
"SYT","Saint-Yan Airport","Saint-Yan"
"SYU","Warraber Island Airport","Sue Islet"
"SYV","Sylvester Airport","Sylvester"
"SYW","Sehwan Sharif Airport","Sehwan Sharif"
"SYX","Sanya Phoenix International Airport","Sanya"
"SYY","Stornoway Airport","Stornoway"
"SZJ","Siguanea Airport","Isla de la Juventud"
"SZK","Skukuza Airport","Skukuza"
"SZL","Whiteman Air Force Base","Knob Noster"
"SZN","Santa Cruz Island Airport","Santa Barbara"
"SZP","Santa Paula Airport","Santa Paula"
"SZY","Olsztyn-Mazury Airport","Olsztyn"
"TAB","Tobago-Crown Point Airport","Scarborough"
"TAC","Daniel Z. Romualdez Airport","Tacloban City"
"TAE","Daegu Airport","Daegu"
"TAG","Tagbilaran Airport","Tagbilaran City"
"TAK","Takamatsu Airport","Takamatsu"
"TAM","General Francisco Javier Mina International Airpor","Tampico"
"TAO","Liuting Airport","Qingdao"
"TAP","Tapachula International Airport","Tapachula"
"TAU","Tauramena Airport","Tauramena"
"TAV","Tau Airport","Tau Village"
"TAX","Taliabu Island Airport","Tikong-Taliabu Island"
"TAY","Tartu Airport","Tartu"
"TAZ","Daşoguz Airport","Daşoguz"
"TBB","Dong Tac Airport","Tuy Hoa"
"TBC","Tuba City Airport","Tuba City"
"TBG","Tabubil Airport","Tabubil"
"TBH","Tugdan Airport","Tablas Island"
"TBJ","Tabarka 7 Novembre Airport","Tabarka"
"TBM","Tumbang Samba Airport","Tumbang Samba-Borneo Island"
"TBN","Waynesville-St. Robert Regional Forney field","Fort Leonard Wood"
"TBS","Tbilisi International Airport","Tbilisi"
"TBT","Tabatinga Airport","Tabatinga"
"TCA","Tennant Creek Airport","Tennant Creek"
"TCC","Tucumcari Municipal Airport","Tucumcari"
"TCG","Tacheng Airport","Tacheng"
"TCH","Tchibanga Airport","Tchibanga"
"TCJ","Torembi Airport","Torembi"
"TCK","Tinboli Airport","Tinboli"
"TCQ","Coronel FAP Carlos Ciriani Santa Rosa Internationa","Tacna"
"TCR","Tuticorin Airport","Thoothukudi"
"TCS","Truth Or Consequences Municipal Airport","Truth Or Consequences"
"TCT","Takotna Airport","Takotna"
"TCX","Tabas Airport","Tabas"
"TCY","Terrace Bay Airport","Terrace Bay"
"TCZ","Tengchong Tuofeng Airport","Tengchong"
"TDN","Theda Station Airport","Theda Station"
"TDT","Tanda Tula Airport","Welverdiend"
"TDV","Samangoky Airport","Tanandava"
"TEB","Teterboro Airport","Teterboro"
"TED","Thisted Airport","Thisted"
"TEE","Cheikh Larbi Tébessi Airport","Tébessi"
"TEG","Tenkodogo Airport","Tenkodogo"
"TEL","Telupid Airport","Telupid"
"TEQ","Tekirdağ Çorlu Airport","Çorlu"
"TEX","Telluride Regional Airport","Telluride"
"TFL","Juscelino Kubitscheck Airport","Teófilo Otoni"
"TFM","Telefomin Airport","Telefomin"
"TFN","Tenerife Norte Airport","Tenerife Island"
"TFS","Tenerife South Airport","Tenerife Island"
"TFY","Tarfaya Airport","Tarfaya"
"TGC","Tanjung Manis Airport","Tanjung Manis"
"TGD","Podgorica Airport","Podgorica"
"TGH","Tongoa Airport","Tongoa Island"
"TGI","Tingo Maria Airport","Tingo Maria"
"TGL","Tagula Airport","Sudest Island"
"TGM","Transilvania Târgu Mureş International Airport","Târgu Mureş"
"TGN","Latrobe Valley Airport","Morwell"
"TGP","Podkamennaya Tunguska Airport","Bor"
"TGR","Touggourt Sidi Madhi Airport","Touggourt"
"TGT","Tanga Airport","Tanga"
"TGU","Toncontín International Airport","Tegucigalpa"
"TGV","Bukhovtsi Airfield","Targovishte"
"THA","Tullahoma Regional Arpt/Wm Northern Field","Tullahoma"
"THB","Thaba-Tseka Airport","Thaba-Tseka"
"THD","Tho Xuan Airport","Thanh Hóa"
"THG","Thangool Airport","Biloela"
"THH","Taharoa Aerodrome","Taharoa"
"THI","Tichitt Airport","Tichitt"
"THK","Thakhek Airport","Thakhek"
"THL","Tachileik Airport","Tachileik"
"THN","Trollhättan-Vänersborg Airport","Trollhättan"
"THO","Thorshofn Airport","Thorshofn"
"THP","Hot Springs County Airport","Thermopolis"
"THU","Thule Air Base","Thule"
"THY","Thohoyandou Airport","Thohoyandou"
"TIE","Tippi Airport","Tippi"
"TIF","Ta’if Regional Airport","Ta’if"
"TIJ","General Abelardo L. Rodríguez International Airpor","Tijuana"
"TIK","Tinker Air Force Base","Oklahoma City"
"TIL","Cheadle Airport","Cheadle"
"TIM","Moses Kilangin Airport","Timika-Papua Island"
"TIN","Tindouf Airport","Tindouf"
"TIO","Tilin Airport","Tilin"
"TIP","Tripoli International Airport","Tripoli"
"TIQ","Tinian International Airport","Tinian Island"
"TIV","Tivat Airport","Tivat"
"TJK","Tokat Airport","Tokat"
"TJL","Plínio Alarcom Airport","Três Lagoas"
"TJS","Tanjung Harapan Airport","Tanjung Selor-Borneo Island"
"TJV","Tanjore Air Force Base","Thanjavur"
"TKA","Talkeetna Airport","Talkeetna"
"TKF","Truckee Tahoe Airport","Truckee"
"TKG","Radin Inten II (Branti) Airport","Bandar Lampung-Sumatra Island"
"TKJ","Tok Junction Airport","Tok"
"TKK","Chuuk International Airport","Weno Island"
"TKM","El Petén Airport","Tikal"
"TKN","Tokunoshima Airport","Tokunoshima"
"TKS","Tokushima Airport/JMSDF Air Base","Tokushima"
"TKU","Turku Airport","Turku"
"TKW","Tekin Airport","Tekin"
"TKZ","Tokoroa Airfield","Tokoroa"
"TLB","Tarbela Dam Airport","Tarbela"
"TLH","Tallahassee Regional Airport","Tallahassee"
"TLJ","Tatalina LRRS Airport","Takotna"
"TLK","Talakan Airport","Talakan Oil Field"
"TLL","Lennart Meri Tallinn Airport","Tallinn"
"TLM","Zenata – Messali El Hadj Airport","Tlemcen"
"TLN","Toulon-Hyères Airport","Toulon/Hyères/Le Palyvestre"
"TLO","Tol Airport","Tol"
"TLW","Talasea Airport","Talasea"
"TLX","Panguilemo Airport","Talca"
"TLY","Plastun Airport","Plastun"
"TLZ","Catalão Airport","Catalão"
"TMB","Kendall-Tamiami Executive Airport","Miami"
"TMC","Tambolaka Airport","Waikabubak-Sumba Island"
"TMI","Tumling Tar Airport","Tumling Tar"
"TMN","Tamana Island Airport","Tamana Island"
"TMR","Aguenar – Hadj Bey Akhamok Airport","Tamanrasset"
"TMT","Trombetas Airport","Oriximiná"
"TMY","Tiom Airport","Tiom-Papua Island"
"TNA","Yaoqiang Airport","Jinan"
"TNE","New Tanegashima Airport","Tanegashima"
"TNG","Ibn Batouta Airport","Tangier"
"TNH","Tonghua Sanyuanpu Airport","Tonghua"
"TNK","Tununak Airport","Tununak"
"TNN","Tainan Airport","Tainan City"
"TNO","Tamarindo Airport","Tamarindo"
"TNQ","Washington Island Airstrip","Teraina"
"TNT","Dade Collier Training and Transition Airport","Miami"
"TNX","Stung Treng Airport","Stung Treng"
"TOF","Bogashevo Airport","Tomsk"
"TOH","Torres Airstrip","Loh/Linua"
"TOO","San Vito De Java Airport","Coto Brus"
"TOQ","Barriles Airport","Tocopilla"
"TOT","Totness Airport","Totness"
"TOU","Touho Airport","Touho"
"TOX","Tobolsk Airport","Tobolsk"
"TOZ","Mahana Airport","Touba"
"TPA","Tampa International Airport","Tampa"
"TPC","Tarapoa Airport","Tarapoa"
"TPF","Peter O Knight Airport","Tampa"
"TPG","Taiping (Tekah) Airport","Taiping"
"TPH","Tonopah Airport","Tonopah"
"TPJ","Taplejung Airport","Taplejung"
"TPK","Teuku Cut Ali Airport","Tapak Tuan-Sumatra Island"
"TPQ","Amado Nervo National Airport","Tepic"
"TPR","Tom Price Airport","Tom Price"
"TPU","Tikapur Airport","Tikapur"
"TPX","Tupai Airport","Tupai Atoll"
"TQD","Al Taqaddum Air Base","Al Habbaniyah"
"TQN","Talolqan Airport","Taloqan"
"TQP","Trepell Airport","Trepell"
"TQQ","Maranggo Airport","Waha-Tomea Island"
"TQS","Tres Esquinas Air Base","Tres Esquinas"
"TRB","Gonzalo Mejía Airport","Turbo"
"TRC","Francisco Sarabia International Airport","Torreón"
"TRD","Trondheim Airport Værnes","Trondheim"
"TRE","Tiree Airport","Balemartine"
"TRH","Trona Airport","Trona"
"TRI","Tri-Cities Regional TN/VA Airport","Bristol/Johnson/Kingsport"
"TRJ","Tarakbits Airport","Tarakbits"
"TRL","Terrell Municipal Airport","Terrell"
"TRO","Taree Airport","Taree"
"TRR","China Bay Airport","Trincomalee"
"TRS","Trieste–Friuli Venezia Giulia Airport","Trieste"
"TRZ","Tiruchirapally Civil Airport Airport","Tiruchirappally"
"TSA","Taipei Songshan Airport","Taipei City"
"TSF","Treviso-Sant Angelo Airport","Treviso"
"TSG","Tanacross Airport","Tanacross"
"TSI","Tsile Tsile Airport","Tsile Tsile"
"TSN","Tianjin Binhai International Airport","Tianjin"
"TSP","Tehachapi Municipal Airport","Tehachapi"
"TSR","Timişoara Traian Vuia Airport","Timişoara"
"TSU","Tabiteuea South Airport","Tabiteuea South"
"TSW","Tsewi Airport","Tsewi"
"TSY","Cibeureum Airport","Tasikmalaya-Java Island"
"TTA","Tan Tan Airport","Tan Tan"
"TTB","Tortolì Airport","Arbatax"
"TTJ","Tottori Airport","Tottori"
"TTN","Trenton Mercer Airport","Trenton"
"TTO","Britton Municipal Airport","Britton"
"TTS","Tsaratanana Airport","Tsaratanana"
"TTU","Saniat R mel Airport","Tétouan"
"TUC","Teniente Benjamin Matienzo Airport","San Miguel de Tucumán"
"TUD","Tambacounda Airport","Tambacounda"
"TUE","Tupile Airport","Isla Tupile"
"TUF","Tours-Val-de-Loire Airport","Tours/Val de Loire (Loire Valley)"
"TUG","Tuguegarao Airport","Tuguegarao City"
"TUH","Arnold Air Force Base","Tullahoma"
"TUJ","Tum Airport","Tum"
"TUL","Tulsa International Airport","Tulsa"
"TUN","Tunis Carthage International Airport","Tunis"
"TUO","Taupo Airport","Taupo"
"TUR","Tucuruí Airport","Tucuruí"
"TUU","Tabuk Airport","Tabuk"
"TUX","Tumbler Ridge Airport","Tumbler Ridge"
"TUY","Tulum Naval Air Station","Tulum"
"TVC","Cherry Capital Airport","Traverse City"
"TVF","Thief River Falls Regional Airport","Thief River Falls"
"TVI","Thomasville Regional Airport","Thomasville"
"TVU","Matei Airport","Matei"
"TVY","Dawei Airport","Dawei"
"TWB","Toowoomba Airport","Toowoomba"
"TWD","Jefferson County International Airport","Port Townsend"
"TWP","Torwood Airport","Torwood"
"TWU","Tawau Airport","Tawau"
"TWZ","Pukaki Airport","Twitzel"
"TXF","9 de Maio - Teixeira de Freitas Airport","Teixeira De Freitas"
"TXG","Taichung Airport","Taichung City"
"TXK","Texarkana Regional Webb Field","Texarkana"
"TXN","Tunxi International Airport","Huangshan"
"TXU","Tabou Airport","Tabou"
"TYD","Tynda Airport","Tynda"
"TYN","Taiyuan Wusu Airport","Taiyuan"
"TYR","Tyler Pounds Regional Airport","Tyler"
"TYS","McGhee Tyson Airport","Knoxville"
"TZA","Belize City Municipal Airport","Belize City"
"TZL","Tuzla International Airport","Tuzla"
"TZM","Cupul Airport","Tizimin"
"TZX","Trabzon International Airport","Trabzon"
"UAB","İncirlik Air Base","Adana"
"UAC","San Luis Río Colorado Airport","San Luis Río Colorado"
"UAH","Ua Huka Airport","Ua Huka"
"UAR","Bouarfa Airport","Bouarfa"
"UAS","Buffalo Spring","Samburu"
"UBA","Mário de Almeida Franco Airport","Uberaba"
"UBJ","Yamaguchi Ube Airport","Ube"
"UBT","Ubatuba Airport","Ubatuba"
"UCB","Ulanqab Jining Airport","Ulanqab"
"UCC","Yucca Airstrip","Mercury"
"UCK","Lutsk Airport","Lutsk"
"UCT","Ukhta Airport","Ukhta"
"UDN","Udine-Campoformido Air Base","Udine"
"UDR","Maharana Pratap Airport","Udaipur"
"UEL","Quelimane Airport","Quelimane"
"UEN","Urengoy Airport","Urengoy"
"UFA","Ufa International Airport","Ufa"
"UGB","Ugashik Bay Airport","Pilot Point"
"UGC","Urgench Airport","Urgench"
"UGS","Ugashik Airport","Ugashik"
"UGU","Bilogai-Sugapa Airport","Sugapa-Papua Island"
"UIO","Mariscal Sucre International Airport","Quito"
"UIP","Quimper-Cornouaille Airport","Quimper/Pluguffan"
"UJN","Uljin Airport","Bongsan-ri, Uljin"
"UKG","Ust-Kuyga Airport","Ust-Kuyga"
"UKH","Mukhaizna Airport","Mukhaizna Oil Field"
"UKI","Ukiah Municipal Airport","Ukiah"
"UKK","Ust-Kamennogorsk Airport","Ust Kamenogorsk"
"UKX","Ust-Kut Airport","Ust-Kut"
"ULB","Uléi Airport","Ambryn Island"
"ULG","Ölgii Airport","Ölgii"
"ULK","Lensk Airport","Lensk"
"ULM","New Ulm Municipal Airport","New Ulm"
"ULQ","Heriberto Gíl Martínez Airport","Tuluá"
"ULV","Ulyanovsk Baratayevka Airport","Ulyanovsk"
"ULX","Ulusaba Airport","Ulusaba"
"ULY","Ulyanovsk East Airport","Ulyanovsk"
"UMA","Punta de Maisi Airport","Maisi"
"UMR","Woomera Airfield","Woomera"
"UMT","Umiat Airport","Umiat"
"UNA","Hotel Transamérica Airport","Una"
"UNE","Qacha s Nek Airport","Qacha s Nek"
"UOA","Mururoa Atoll Airport","Mururoa Atoll"
"UOL","Buol Airport","Buol-Celebes Island"
"UOS","Franklin County Airport","Sewanee"
"UPL","Upala Airport","Upala"
"URD","Burg Feuerstein Airport","Ebermannstadt"
"URI","Uribe Airport","Uribe"
"URN","Urgun Airport","Urgun"
"URO","Rouen Airport","Rouen/Vallée de Seine"
"URR","Urrao Airport","Urrao"
"URS","Kursk East Airport","Kursk"
"URT","Surat Thani Airport","Surat Thani"
"URY","Gurayat Domestic Airport","Gurayat"
"URZ","Orūzgān Airport","Orūzgān"
"USA","Concord-Padgett Regional Airport","Concord"
"USM","Samui Airport","Na Thon (Ko Samui Island)"
"USN","Ulsan Airport","Ulsan"
"USS","Sancti Spiritus Airport","Sancti Spiritus"
"USU","Francisco B. Reyes Airport","Coron"
"UTD","Nutwood Downs Airport","Nutwood Downs"
"UTE","Bultfontein Airport","Bultfontein"
"UTG","Quthing Airport","Quthing"
"UTI","Utti Air Base","Utti / Valkeala"
"UTK","Utirik Airport","Utirik Island"
"UTR","Uttaradit Airport","Uttaradit"
"UTT","K. D. Matanzima Airport","Mthatha"
"UUA","Bugulma Airport","Bugulma"
"UUK","Ugnu-Kuparuk Airport","Kuparuk"
"UUS","Yuzhno-Sakhalinsk Airport","Yuzhno-Sakhalinsk"
"UVE","Ouvéa Airport","Ouvéa"
"UYL","Nyala Airport","Nyala"
"UYN","Yulin Yuyang Airport","Yulin"
"UZU","Curuzu Cuatia Airport","Curuzu Cuatia"
"VAA","Vaasa Airport","Vaasa"
"VAC","Varrelbusch Airport","Cloppenburg"
"VAH","Capitán Av. Vidal Villagomez Toledo Airport","Vallegrande"
"VAL","Valença Airport","Valença"
"VAM","Villa Airport","Maamigili"
"VAN","Van Ferit Melen Airport","Van"
"VAR","Varna Airport","Varna"
"VAS","Sivas Nuri Demirağ Airport","Sivas"
"VAU","Vatukoula Airport","Vatukoula"
"VAV","Vava u International Airport","Vava u Island"
"VAW","Vardø Airport, Svartnes","Vardø"
"VBY","Visby Airport","Visby"
"VCA","Can Tho International Airport","Can Tho"
"VCH","Vichadero Airport","Vichadero"
"VCL","Chu Lai International Airport","Dung Quat Bay"
"VCS","Co Ong Airport","Con Dao"
"VCV","Southern California Logistics Airport","Victorville"
"VDA","Ovda International Airport","Eilat"
"VDI","Vidalia Regional Airport","Vidalia"
"VDR","Villa Dolores Airport","Villa Dolores"
"VDS","Vadsø Airport","Vadsø"
"VEE","Venetie Airport","Venetie"
"VEX","Tioga Municipal Airport","Tioga"
"VGD","Vologda Airport","Vologda"
"VGT","North Las Vegas Airport","Las Vegas"
"VHC","Saurimo Airport","Saurimo"
"VHV","Verkhnevilyuisk Airport","Verkhnevilyuisk"
"VIA","Videira Airport","Videira"
"VIH","Rolla National Airport","Rolla/Vichy"
"VIS","Visalia Municipal Airport","Visalia"
"VIT","Vitoria/Foronda Airport","Alava"
"VIX","Eurico de Aguiar Salles Airport","Vitória"
"VIY","Villacoublay-Vélizy (BA 107) Air Base","Villacoublay/Vélizy"
"VJB","Xai-Xai Airport","Xai-Xai"
"VJQ","Gurue Airport","Gurue"
"VKS","Vicksburg Municipal Airport","Vicksburg"
"VKT","Vorkuta Airport","Vorkuta"
"VLI","Bauerfield International Airport","Port Vila"
"VLM","Teniente Coronel Rafael Pabón Airport","Villamontes"
"VLP","Vila Rica Airport","Vila Rica"
"VLU","Velikiye Luki Airport","Velikiye Luki"
"VMU","Baimuru Airport","Baimuru"
"VNE","Vannes-Meucon Airport","Vannes/Meucon"
"VNO","Vilnius International Airport","Vilnius"
"VNT","Ventspils International Airport","Ventspils"
"VNX","Vilankulo Airport","Vilanculo"
"VOD","Vodochody Airport","Vodochody"
"VOG","Volgograd International Airport","Volgograd"
"VOL","Nea Anchialos Airport","Nea Anchialos"
"VOT","Votuporanga Airport","Votuporanga"
"VPE","Ngjiva Pereira Airport","Ngiva"
"VPY","Chimoio Airport","Chimoio"
"VRC","Virac Airport","Virac"
"VRE","Vredendal Airport","Vredendal"
"VRL","Vila Real Airport","Vila Real"
"VRU","Vryburg Airport","Vyrburg"
"VSE","Aerodromo Goncalves Lobato (Viseu Airport)","Viseu"
"VSF","Hartness State (Springfield) Airport","Springfield"
"VSG","Luhansk International Airport","Luhansk"
"VSK","Vista Field","Kennewick"
"VTB","Vitebsk Vostochny Airport","Vitebsk"
"VTE","Wattay International Airport","Vientiane"
"VTM","Nevatim Air Base","Beersheba"
"VTN","Miller Field","Valentine"
"VTU","Hermanos Ameijeiras Airport","Las Tunas"
"VTZ","Vishakhapatnam Airport","Visakhapatnam"
"VUU","Mvuu Camp Airport","Liwonde National Park"
"VVC","Vanguardia Airport","Villavicencio"
"VVK","Västervik Airport","Västervik"
"VVO","Vladivostok International Airport","Vladivostok"
"VXE","São Pedro Airport","São Pedro"
"VXO","Växjö Kronoberg Airport","Växjö"
"VYD","Vryheid Airport","Vryheid"
"WAA","Wales Airport","Wales"
"WAF","Wana Airport","Waana"
"WAI","Ambalabe Airport","Antsohihy"
"WAJ","Wawoi Falls Airport","Wavoi Falls"
"WAK","Ankazoabo Airport","Ankazoabo"
"WAP","Alto Palena Airport","Alto Palena"
"WAQ","Antsalova Airport","Antsalova"
"WAR","Waris Airport","Swach"
"WAT","Waterford Airport","Waterford"
"WBD","Avaratra Airport","Befandriana"
"WBG","Schleswig Air Base","Jagel"
"WBU","Boulder Municipal Airport","Boulder"
"WCH","Chaitén Airport","Chaiten"
"WEA","Parker County Airport","Weatherford"
"WED","Wedau Airport","Wedau"
"WEF","Weifang Airport","Weifang"
"WEI","Weipa Airport","Weipa"
"WFK","Northern Aroostook Regional Airport","Frenchville"
"WGA","Wagga Wagga City Airport","Wagga Wagga"
"WGP","Umbu Mehang Kunda Airport","Waingapu-Sumba Island"
"WHL","Welshpool Airport","Welshpool"
"WHP","Whiteman Airport","Los Angeles"
"WHS","Whalsay Airport","Whalsay"
"WHT","Wharton Regional Airport","Wharton"
"WIE","Wiesbaden Army Airfield","Wiesbaden"
"WIL","Nairobi Wilson Airport","Nairobi"
"WIU","Witu Airport","Garove Island"
"WJF","General WM J Fox Airfield","Lancaster"
"WJR","Wajir Airport","Wajir"
"WJU","Wonju/Hoengseong Air Base (K-38/K-46)","Wonju"
"WKK","Aleknagik / New Airport","Aleknagik"
"WKN","Wakunai Airport","Wakunai"
"WLK","Selawik Airport","Selawik"
"WLS","Hihifo Airport","Wallis Island"
"WLW","Willows Glenn County Airport","Willows"
"WMA","Mandritsara Airport","Mandritsara"
"WMD","Mandabe Airport","Mandabe"
"WMH","Ozark Regional Airport","Mountain Home"
"WML","Malaimbandy Airport","Malaimbandy"
"WMP","Mampikony Airport","Mampikony"
"WMR","Mananara Nord Airport","Mananara Nord"
"WMT","Zunyi Maotai Airport","Zunyi"
"WMX","Wamena Airport","Wamena-Papua Island"
"WNH","Wenshan Puzhehei Airport","Wenshan"
"WNN","Wunnumin Lake Airport","Wunnumin Lake"
"WNZ","Wenzhou Longwan International Airport","Wenzhou"
"WOT","Wang-an Airport","Wang-an"
"WPC","Pincher Creek Airport","Pincher Creek"
"WPM","Wipim Airport","Wipim"
"WPU","Guardiamarina Zañartu Airport","Puerto Williams"
"WRB","Robins Air Force Base","Warner Robins"
"WRI","Mc Guire Air Force Base","Wrightstown"
"WRL","Worland Municipal Airport","Worland"
"WRN","Windarling Airport","Windarling Mine"
"WRO","Copernicus Wrocław Airport","Wrocław"
"WRY","Westray Airport","Westray"
"WRZ","Weerawila Airport","Weerawila"
"WSA","Wasua Airport","Wasua"
"WSD","Condron Army Air Field","White Sands"
"WSH","Brookhaven Airport","Shirley"
"WSM","Wiseman Airport","Wiseman"
"WSO","Washabo Airport","Washabo"
"WSR","Wasior Airport","Wasior-Papua Island"
"WTA","Tambohorano Airport","Tambohorano"
"WTB","Toowoomba Wellcamp Airport","Toowoomba"
"WTE","Wotje Atoll Airport","Wotje Atoll"
"WTL","Tuntutuliak Airport","Tuntutuliak"
"WTS","Tsiroanomandidy Airport","Tsiroanomandidy"
"WTT","Wantoat Airport","Wantoat"
"WUA","Wuhai Airport","Wuhai"
"WUG","Wau Airport","Wau"
"WUH","Wuhan Tianhe International Airport","Wuhan"
"WUI","Murrin Murrin Airport","Murrin Murrin"
"WUM","Wasum Airport","Wasum"
"WUT","Xinzhou Wutaishan Airport","Xinzhou"
"WUV","Wuvulu Island Airport","Wuvulu Island"
"WVI","Watsonville Municipal Airport","Watsonville"
"WVN","Wilhelmshaven-Mariensiel Airport","Wilhelmshaven"
"WWA","Wasilla Airport","Wasilla"
